block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id
b_1-10-9,D10,1,1,Waterford Green,3406,1_merged_67229,2750_merged_81043
b_3-17-1,D17,1,0,Kildonan Place,3436,3_merged_67230,11677_merged_82837
b_3-10-2,D10,1,0,Kildonan Place,3407,3_merged_67230,11219_merged_81274
a_2-23-1,23,1,1,City Hall via Sherbrook,2372,2_merged_67228,9430_merged_73847
b_3-5-2,F5,1,0,Garden City Centre,3444,3_merged_67230,10706_merged_75907
a_1-18-22,18,1,0,Riverbend,1111,1_merged_67226,1615_merged_73708
a_1-15-4,15,1,0,Airport via Flight Road,980,1_merged_67226,777_merged_74790
b_1-3-4,FX3,1,0,Redonda & Pandora,3474,1_merged_67229,931_merged_76243
b_1-157-3,557,1,1,Windermere,3324,1_merged_67229,6109_merged_77247
a_2-14-6,14,1,1,Ferry Road,957,2_merged_67228,8444_merged_73771
a_2-100-4,BLUE_merged_67184,1,0,St. Norbert,2449,2_merged_67228,11220_merged_68852
a_1-36-18,59,1,1,University of Winnipeg,1383,1_merged_67226,3230_merged_73701
b_2-13-2,D13,1,1,The Airport,3418,2_merged_67231,8601_merged_83138
a_2-171-2,671_merged_67187,1,0,Prairie Pointe,3115,2_merged_67228,11795_merged_67957
b_2-177-1,677_merged_67209,1,1,Outlet Mall,3353,2_merged_67231,10016_merged_81102
b_1-37-1,37,1,1,Waterford Green,3497,1_merged_67229,4277_merged_77474
b_6-1-56,BLUE_merged_67207,1,1,St. Norbert,3402,6,15126
b_6-1-56,BLUE_merged_67207,1,0,Unicity Shopping Centre,3392,6,15127
b_6-1-55,BLUE_merged_67207,1,0,Unicity Shopping Centre,3396,6,15120
b_6-1-55,BLUE_merged_67207,1,1,St. Norbert,3393,6,15121
b_6-1-55,BLUE_merged_67207,1,0,Unicity Shopping Centre,3392,6,15122
b_6-1-55,BLUE_merged_67207,1,1,University of Manitoba,3397,6,15123
a_1-44-4,44,1,1,Broadway via London,1301,1_merged_67226,3576_merged_74269
a_1-11-1,11,1,0,Polo Park,2917,1_merged_67226,169_merged_71667
b_6-1-56,BLUE_merged_67207,1,1,St. Norbert,3393,6,15128
b_6-1-56,BLUE_merged_67207,1,0,Unicity Shopping Centre,3392,6,15129
b_1-1-76,BLUE_merged_67207,1,1,St. Norbert,3402,1_merged_67229,615_merged_78330
b_1-1-35,BLUE_merged_67207,1,1,University of Manitoba,3397,1_merged_67229,323_merged_81595
b_3-12-2,D12,1,0,The Forks,3416,3_merged_67230,11373_merged_82033
b_2-74-5,74_merged_67225,1,0,Waterford Green,3270,2_merged_67231,9712_merged_76397
b_1-184-2,884,1,0,Waterford Green,3374,1_merged_67229,6761_merged_80196
a_2-21-6,21,1,1,City Hall,1195,2_merged_67228,9342_merged_69622
b_1-1-40,BLUE_merged_67207,1,0,Unicity Shopping Centre,3392,1_merged_67229,387_merged_80000
a_2-16-7,16,1,1,St.Vital Centre,1034,2_merged_67228,8710_merged_67482
a_1-66-1,66,1,0,Unicity,2394,1_merged_67226,4762_merged_67929
b_1-3-3,FX3,1,1,Sturgeon & Murray Park,3475,1_merged_67229,923_merged_80582
b_1-180-3,D15,1,1,Unicity,3533,1_merged_67229,6690_merged_82356
b_2-13-2,D13,1,0,The Forks,3419,2_merged_67231,8582_merged_77494
a_2-79-1,79,1,1,Polo Park via Kenaston,1475,2_merged_67228,10932_merged_68874
a_1-19-10,19,1,1,Autumnwood,3070,1_merged_67226,1779_merged_71752
a_1-47-3,47,1,1,University of Manitoba,3090,1_merged_67226,3897_merged_70893
a_2-11-3,11,1,1,North Kildonan via Rothesay,903,2_merged_67228,8096_merged_74584
b_1-2-10,FX2,1,0,Garden City Centre,3470,1_merged_67229,776_merged_83178
a_1-33-7,33,1,0,Maples via Mapleglen,1929,1_merged_67226,3044_merged_68648
b_2-10-5,D10,1,0,Kildonan Place,3407,2_merged_67231,8378_merged_77357
b_1-1-2,BLUE_merged_67207,1,1,St. Norbert,3393,1_merged_67229,18_merged_80485
a_1-71-6,71,1,0,WalMart via McPhillips,1421,1_merged_67226,5171_merged_75205
a_1-21-5,22_merged_67191,1,1,City Hall,1207,1_merged_67226,2016_merged_68909
b_2-38-4,38_merged_67213,1,1,Garden City Hub,3249,2_merged_67231,9430_merged_82234
b_6-6-51,F6,1,1,South St. Vital,3447,6,15830
a_2-19-1,19,1,1,Autumnwood,3070,2_merged_67228,9027_merged_69767
b_2-5-5,F5,1,0,Garden City Centre,3444,2_merged_67231,7793_merged_78477
b_2-2-4,FX2,1,1,St. Vital Centre,3469,2_merged_67231,7335_merged_82250
b_3-13-1,D13,1,0,The Forks,3419,3_merged_67230,11386_merged_77674
b_3-5-2,F5,1,1,Fort Rouge Station,3445,3_merged_67230,10705_merged_75908
a_2-38-1,38_merged_67190,1,1,The Forks,1279,2_merged_67228,9870_merged_75286
a_1-53-2,53,1,0,Norwood,2749,1_merged_67226,4185_merged_72072
b_2-7-1,F7,1,0,Broadway & Portage,3454,2_merged_67231,7953_merged_79466
a_2-24-1,24,1,1,City Hall,2734,2_merged_67228,9476_merged_73244
a_2-11-10,11,1,0,Polo Park,2917,2_merged_67228,8250_merged_70527
a_1-18-21,18,1,1,Tuxedo,1115,1_merged_67226,1598_merged_72376
a_2-177-1,677_merged_67186,1,1,Beaumont station via Industrial Park,2434,2_merged_67228,11964_merged_73873
a_2-100-7,BLUE_merged_67184,1,1,Downtown,2448,2_merged_67228,11305_merged_70431
a_1-66-3,66,1,0,Unicity,2394,1_merged_67226,4790
a_1-66-3,25,1,1,City Hall,1223,1_merged_67226,4791
b_1-70-10,70,1,1,Unicity,3262,1_merged_67229,4792
b_1-70-1,70,1,1,Unicity,3262,1_merged_67229,4694
a_1-14-7,14,1,0,South St. Vital via Paddington,956,1_merged_67226,660_merged_70832
b_6-6-51,F6,1,0,Templeton & Salter,3450,6,15839
a_2-14-8,14,1,1,Ferry Road,955,2_merged_67228,8468_merged_74098
a_2-74-2,74_merged_67202,1,0,University of Manitoba,3094,2_merged_67228,10750_merged_72192
a_2-10-1,10,1,1,Wolseley via Tache,869,2_merged_67228,7977_merged_72329
b_2-4-1,FX4,1,0,Raleigh & Knowles,3548,2_merged_67231,7542_merged_78107
a_3-11-13,11,1,1,City Hall,2812,3_merged_67227,12333_merged_70362
a_1-56-1,56,1,1,Downtown,2751,1_merged_67226,4463_merged_73094
b_3-8-5,F8,1,0,Glenway,3460,3_merged_67230,11044_merged_78793
a_2-130-1,330_merged_67197,1,1,Garden City Centre,3150,2_merged_67228,11418_merged_69003
b_3-177-1,677_merged_67209,1,0,Beaumont Station,3354,3_merged_67230,12491_merged_80769
b_1-2-4,FX2,1,1,St. Vital Centre,3469,1_merged_67229,669_merged_78915
b_1-199-5,888,1,1,Norwood,3385,1_merged_67229,6988_merged_78193
a_2-55-1,55,1,0,St. Vital Centre via Dakota,1365,2_merged_67228,10272_merged_74778
a_2-74-1,74_merged_67202,1,1,Polo Park,3093,2_merged_67228,10739_merged_75039
b_1-28-5,28_merged_67206,1,1,Seel Station,3236,1_merged_67229,4109_merged_79268
a_1-95-5,95,1,1,Riverview,3105,1_merged_67226,6286_merged_72623
b_3-3-1,FX3,1,1,Sturgeon & Murray Park,3475,3_merged_67230,10429_merged_81774
b_3-2-1,FX2,1,0,Garden City Centre,3470,3_merged_67230,10327
b_3-2-1,FX2,1,1,St. Vital Centre,3469,3_merged_67230,10328
b_1-9-10,F9,1,1,University of Manitoba,3467,1_merged_67229,2589_merged_78995
b_2-70-2,70,1,1,Unicity,3262,2_merged_67231,9605_merged_82846
b_1-184-1,884,1,1,Portage,3373,1_merged_67229,6748_merged_80507
b_2-14-2,D14,1,0,Redonda & Pandora,3420,2_merged_67231,8646_merged_78802
b_1-164-1,664,1,0,Stafford & Pembina,3341,1_merged_67229,6261
b_1-150-1,650_merged_67221,1,0,Seel Station,3337,1_merged_67229,5844_merged_75749
b_1-1-35,BLUE_merged_67207,1,0,Unicity Shopping Centre,3396,1_merged_67229,324_merged_81600
b_1-120-3,220,1,1,St. Charles,3281,1_merged_67229,5004_merged_80871
a_2-55-2,55,1,0,St. Vital Centre via Dakota,1365,2_merged_67228,10321_merged_72311
a_1-71-1,71,1,1,Portage via Sinclair,1422,1_merged_67226,5051_merged_67579
b_2-12-1,D12,1,1,The Airport,3417,2_merged_67231,8461_merged_82481
a_1-47-2,74_merged_67202,1,0,University of Manitoba,3094,1_merged_67226,3882_merged_75313
a_1-15-10,15,1,1,Mountain & Fife,974,1_merged_67226,845
a_1-15-10,15,1,0,Airport via Wellington,978,1_merged_67226,844
a_1-15-10,15,1,1,Inkster,2573,1_merged_67226,841
a_1-91-2,91_merged_67199,1,1,Killarney,2479,1_merged_67226,6147_merged_69441
b_1-5-4,28_merged_67206,1,0,Garden City Centre,3237,1_merged_67229,1588_merged_76449
a_3-10-1,10,1,0,St. Boniface via Tache,870,3_merged_67227,12074_merged_70502
a_1-15-10,15,1,0,Airport via Flight Road,980,1_merged_67226,848
a_2-177-1,677_merged_67186,1,0,Outlet Mall via Wilkes,2433,2_merged_67228,11959_merged_69196
a_1-83-2,83,1,0,Unicity,2591,1_merged_67226,5841_merged_67365
a_2-20-3,20,1,0,Watt & Leighton,1178,2_merged_67228,9168_merged_70853
b_1-5-4,F5,1,1,Fort Rouge Station,3445,1_merged_67229,1584
b_3-7-2,F7,1,0,Broadway & Portage,3454,3_merged_67230,10906_merged_80980
a_1-19-7,19,1,1,Autumnwood,3063,1_merged_67226,1739
a_2-10-1,10,1,0,St. Boniface via Provencher,872,2_merged_67228,7954_merged_71076
b_1-5-12,F5,1,0,Garden City Centre,3444,1_merged_67229,1718_merged_79704
a_1-74-1,74_merged_67202,1,0,University of Manitoba,3094,1_merged_67226,5202_merged_68626
a_1-19-6,19,1,0,Logan,3062,1_merged_67226,1730
b_1-130-6,330_merged_67220,1,0,Levis & Nairn,3293,1_merged_67229,5232
a_1-74-5,74_merged_67202,1,1,Polo Park,3093,1_merged_67226,5234
a_1-74-5,74_merged_67202,1,0,University of Manitoba,3094,1_merged_67226,5235
b_1-5-14,F5,1,1,Fort Rouge Station,3445,1_merged_67229,1736
b_1-19-3,D19,1,0,Downtown,3443,1_merged_67229,3900_merged_80497
a_1-93-1,93,1,0,Highbury & Southfields,2939,1_merged_67226,6209_merged_71401
b_1-141-2,641_merged_67216,1,1,Commerce Loop,3332,1_merged_67229,5539_merged_77780
b_2-10-2,D10,1,1,Waterford Green,3406,2_merged_67231,8320_merged_83710
a_3-135-1,635,1,1,Harkness Station,2407,3_merged_67227,14318
a_3-135-1,635,1,0,Misericordia Health Centre,2408,3_merged_67227,14319
a_3-14-1,14,1,0,South St. Vital via Paddington,956,3_merged_67227,12388_merged_75344
a_3-135-1,635,1,1,Harkness Station,2407,3_merged_67227,14314
a_3-135-1,635,1,0,Misericordia Health Centre,2408,3_merged_67227,14315
a_3-135-1,635,1,1,Harkness Station,2407,3_merged_67227,14316
a_3-135-1,635,1,0,Misericordia Health Centre,2408,3_merged_67227,14317
a_3-135-1,635,1,1,Harkness Station,2407,3_merged_67227,14310
a_3-135-1,635,1,0,Misericordia Health Centre,2408,3_merged_67227,14311
a_3-135-1,635,1,1,Harkness Station,2407,3_merged_67227,14312
a_1-92-1,92,1,0,Lakeside Meadows,1534,1_merged_67226,6178_merged_73794
a_1-100-25,60,1,1,Downtown,3092,1_merged_67226,6741_merged_72116
b_2-10-3,D10,1,1,Waterford Green,3406,2_merged_67231,8336_merged_82799
b_1-5-4,F5,1,0,Garden City Centre,3444,1_merged_67229,1577_merged_79837
b_1-28-13,28_merged_67206,1,0,Garden City Centre,3237,1_merged_67229,4162_merged_78396
b_3-22-2,22_merged_67214,1,0,Polo Park,3235,3_merged_67230,11839_merged_79567
b_1-156-2,556,1,1,Plaza Dr,3320,1_merged_67229,6033_merged_79299
a_2-100-4,BLUE_merged_67184,1,1,Downtown,3119,2_merged_67228,11219_merged_72887
a_1-190-1,691_merged_67181,1,0,Whyte Ridge via Scurfield,2644,1_merged_67226,7753_merged_68371
b_3-1-6,BLUE_merged_67207,1,1,St. Norbert,3393,3_merged_67230,10212_merged_82275
a_1-172-2,672_merged_67188,1,0,Prairie Pointe,3117,1_merged_67226,7539_merged_73783
a_2-23-1,23,1,0,Fort and Assiniboine via Maryland,2373,2_merged_67228,9457_merged_69004
a_1-194-1,694_merged_67182,1,0,Fort Garry Industrial Park via Wildwood,2444,1_merged_67226,7897_merged_75490
b_1-6-1,F6,1,0,Templeton & Salter,3450,1_merged_67229,1777_merged_77977
a_1-150-2,650_merged_67198,1,1,Seel Station,3157,1_merged_67226,7304_merged_69773
a_2-171-2,671_merged_67187,1,1,University of Manitoba,3114,2_merged_67228,11788_merged_72307
b_1-157-4,557,1,1,Windermere,3324,1_merged_67229,6132_merged_81609
b_3-171-1,671_merged_67210,1,1,Prairie Pointe,3522,3_merged_67230,12419
a_1-24-9,66,1,1,Downtown (City Hall),2392,1_merged_67226,2562_merged_72765
b_1-146-2,446,1,1,Whellams Lane,3313,1_merged_67229,5753_merged_83227
b_1-199-1,885,1,1,Windmill & Dale,3376,1_merged_67229,6941_merged_77632
b_2-4-4,FX4,1,0,Raleigh & Knowles,3548,2_merged_67231,7618_merged_78936
b_2-5-3,F5,1,1,Fort Rouge Station,3445,2_merged_67231,7749
a_1-17-13,17,1,1,Misericordia Health Centre,1083,1_merged_67226,1356_merged_73305
b_3-6-4,F6,1,0,Templeton & Salter,3450,3_merged_67230,10847_merged_83540
b_1-16-1,D16,1,1,RRC Polytech,3430,1_merged_67229,3593_merged_76823
a_1-162-2,662_merged_67180,1,0,University of Manitoba,3111,1_merged_67226,7397_merged_74120
b_3-2-2,FX2,1,0,Garden City Centre,3470,3_merged_67230,10362_merged_77772
a_1-18-17,18,1,0,Riverbend,1108,1_merged_67226,1564_merged_74582
a_1-11-12,11,1,1,Glenway,889,1_merged_67226,335_merged_68839
b_1-164-2,664,1,0,Stafford & Pembina,3341,1_merged_67229,6303_merged_81764
b_1-22-4,22_merged_67214,1,1,Unicity,3233,1_merged_67229,4033_merged_82020
a_1-33-1,33,1,0,Maples via Mapleglen,1929,1_merged_67226,2946_merged_70380
b_1-2-6,FX2,1,0,Garden City Centre,3470,1_merged_67229,701_merged_79356
b_2-19-1,D19,1,1,The Zoo,3442,2_merged_67231,9010_merged_78458
a_1-22-1,21,1,0,St.Charles,2930,1_merged_67226,2300_merged_67355
a_1-21-6,21,1,0,Westwood,2928,1_merged_67226,2020_merged_72654
b_3-70-1,70,1,0,Polo Park,3263,3_merged_67230,12167_merged_76619
a_3-14-1,14,1,1,Ferry Road,957,3_merged_67227,12385_merged_75345
a_2-91-1,91_merged_67199,1,1,Killarney,2479,2_merged_67228,11077_merged_74551
b_2-1-5,BLUE_merged_67207,1,0,Unicity Shopping Centre,3392,2_merged_67231,7115_merged_81228
a_2-177-1,677_merged_67186,1,1,Beaumont station via Industrial Park,2434,2_merged_67228,11970_merged_69501
b_1-1-65,BLUE_merged_67207,1,1,St. Norbert,3402,1_merged_67229,569_merged_81804
b_2-1-8,BLUE_merged_67207,1,0,Unicity Shopping Centre,3398,2_merged_67231,7156_merged_80617
b_3-6-3,F6,1,0,Templeton & Salter,3450,3_merged_67230,10827_merged_76050
a_2-77-6,77,1,1,Kildonan Place,1448,2_merged_67228,10874_merged_70449
b_1-10-3,F9,1,1,University of Manitoba,3467,1_merged_67229,2670_merged_79643
a_1-44-4,44,1,0,Kildonan Place via Louelda,1300,1_merged_67226,3579_merged_75364
b_1-14-4,D14,1,0,Redonda & Pandora,3420,1_merged_67229,3293_merged_78091
a_1-149-3,649_merged_67195,1,1,Seel Station,3155,1_merged_67226,7271_merged_75517
a_1-71-1,71,1,0,WalMart via McPhillips,1421,1_merged_67226,5060_merged_72177
a_1-24-7,24,1,0,Unicity,2733,1_merged_67226,2543
a_2-177-2,677_merged_67186,1,1,Beaumont station via Industrial Park,2434,2_merged_67228,12024_merged_71814
a_1-24-7,24,1,1,City Hall,2734,1_merged_67226,2544
b_2-2-5,FX2,1,1,St. Vital Centre,3469,2_merged_67231,7358_merged_83148
b_1-11-10,D11,1,1,Beaumont Station,3411,1_merged_67229,2927_merged_79651
a_2-18-10,18,1,1,Assiniboine Park,1125,2_merged_67228,8994_merged_74544
b_2-13-2,D13,1,0,The Forks,3419,2_merged_67231,8596_merged_81571
a_2-141-1,641_merged_67193,1,1,Beaumont Station via Lindenwoods West,2409,2_merged_67228,11553_merged_71184
a_2-149-1,649_merged_67195,1,1,Seel Station,3155,2_merged_67228,11653_merged_74146
b_1-4-12,FX4,1,0,Raleigh & Knowles,3548,1_merged_67229,1359_merged_81685
b_3-31-2,31_merged_67215,1,0,Riverbend,3495,3_merged_67230,11941_merged_81951
a_1-40-2,21,1,1,City Hall,1192,1_merged_67226,3399_merged_73160
b_6-38-52,38_merged_67213,1,0,Kildonan Place,3248,6,17139
a_2-162-2,662_merged_67180,1,0,University of Manitoba,3111,2_merged_67228,11746_merged_71660
a_2-141-1,641_merged_67193,1,0,Kenaston via Lindenwoods West,2410,2_merged_67228,11538_merged_72989
b_6-38-51,38_merged_67213,1,1,Garden City Hub,3249,6,17131
b_6-38-51,38_merged_67213,1,0,Kildonan Place,3248,6,17130
b_6-38-51,38_merged_67213,1,1,Garden City Hub,3249,6,17133
b_6-38-51,38_merged_67213,1,0,Kildonan Place,3248,6,17132
a_1-20-4,20,1,0,Watt & Leighton,1178,1_merged_67226,1952_merged_69920
b_6-38-51,38_merged_67213,1,0,Kildonan Place,3248,6,17134
b_3-5-4,F5,1,0,Garden City Centre,3444,3_merged_67230,10759_merged_80421
a_1-15-14,15,1,0,Airport via Flight Road,980,1_merged_67226,903
b_1-3-1,FX3,1,0,Redonda & Pandora,3474,1_merged_67229,900
b_1-3-1,FX3,1,1,Sturgeon & Murray Park,3475,1_merged_67229,901
a_1-21-11,66,1,1,Downtown (City Hall),2392,1_merged_67226,2060_merged_69942
a_1-15-14,15,1,1,Inkster Park via Church,979,1_merged_67226,904
b_2-9-1,F9,1,1,University of Manitoba,3467,2_merged_67231,8216_merged_79523
a_1-15-14,15,1,0,Airport via Wellington,971,1_merged_67226,909
b_2-3-7,FX3,1,0,Redonda & Pandora,3474,2_merged_67231,7489_merged_80639
b_1-133-1,833,1,1,Tyndall Park,3368,1_merged_67229,5299_merged_82236
b_2-5-3,F5,1,0,Garden City Centre,3444,2_merged_67231,7752_merged_76759
b_2-48-2,48_merged_67223,1,1,Kildonan Place,3260,2_merged_67231,9557
b_2-48-2,48_merged_67223,1,0,Redonda & Pandora,3261,2_merged_67231,9556
a_1-14-9,14,1,1,Ferry Road,955,1_merged_67226,695_merged_67770
b_2-37-2,39,1,1,Waterford Green,3253,2_merged_67231,9325_merged_77733
b_1-2-10,FX2,1,0,Garden City Centre,3470,1_merged_67229,784_merged_80600
a_2-24-2,24,1,0,Unicity,2735,2_merged_67228,9503_merged_67552
b_1-3-25,885,1,1,Ronald & Portage,3377,1_merged_67229,1105_merged_80649
b_2-1-10,BLUE_merged_67207,1,1,University of Manitoba,3397,2_merged_67231,7202_merged_80085
a_2-78-2,78,1,1,Polo Park,3100,2_merged_67228,10907_merged_72592
b_1-17-1,D17,1,1,RRC Polytech,3437,1_merged_67229,3748_merged_75761
a_1-66-15,21,1,0,St.Charles,2930,1_merged_67226,4928_merged_70771
a_1-100-17,60,1,1,Downtown,3092,1_merged_67226,6623_merged_71026
a_1-66-15,21,1,0,St.Charles,2930,1_merged_67226,4926_merged_70766
a_2-47-4,47,1,1,University of Manitoba,3090,2_merged_67228,10197_merged_71881
b_1-37-4,39,1,1,Waterford Green,3253,1_merged_67229,4400_merged_80573
a_1-177-1,677_merged_67186,1,1,Beaumont station via Industrial Park,2434,1_merged_67226,7657_merged_71142
b_2-12-2,D12,1,0,The Forks,3416,2_merged_67231,8520_merged_75997
a_1-18-16,18,1,0,Riverbend,1108,1_merged_67226,1554_merged_71762
b_2-17-3,D17,1,0,Kildonan Place,3436,2_merged_67231,8936
b_2-17-3,D17,1,1,RRC Polytech,3437,2_merged_67231,8937
a_1-47-10,47,1,0,Transcona via Regent,3089,1_merged_67226,3991_merged_69295
b_1-178-1,678,1,1,South Pointe,3356,1_merged_67229,6536_merged_78349
a_1-100-6,60,1,0,University of Manitoba,3091,1_merged_67226,6465_merged_72406
b_2-28-1,28_merged_67206,1,1,Seel Station,3236,2_merged_67231,9156_merged_83514
a_1-150-4,650_merged_67198,1,0,Fort Whyte Alive,3158,1_merged_67226,7315_merged_74158
b_1-172-2,672_merged_67211,1,1,Prairie Pointe,3345,1_merged_67229,6403_merged_80479
b_2-172-1,672_merged_67211,1,1,Prairie Pointe,3345,2_merged_67231,9937_merged_80827
a_2-18-9,18,1,0,Garden City Centre via Jefferson,1126,2_merged_67228,8981_merged_69896
a_1-15-4,15,1,1,Inkster Park via Church,979,1_merged_67226,782_merged_72219
a_1-40-1,40,1,1,Balmoral Station,1289,1_merged_67226,3394_merged_71181
b_3-124-1,224,1,1,Polo Park,3517,3_merged_67230,12294_merged_79539
b_3-7-4,F7,1,1,Creek Bend,3455,3_merged_67230,10943_merged_81619
a_1-85-3,85,1,0,Kildonan Place,1500,1_merged_67226,5903_merged_74420
a_1-36-5,35,1,1,City Hall,2799,1_merged_67226,3165_merged_75413
b_2-1-6,BLUE_merged_67207,1,0,Unicity Shopping Centre,3392,2_merged_67231,7129_merged_77164
a_1-82-1,82,1,0,Unicity,1478,1_merged_67226,5809_merged_67939
a_2-12-1,12,1,0,Polo Park,944,2_merged_67228,8298_merged_69971
a_1-194-1,694_merged_67182,1,1,Seel Station via Wildwood,2443,1_merged_67226,7894_merged_75491
b_1-4-21,FX4,1,1,Polo Park,3549,1_merged_67229,1472
b_1-4-21,FX4,1,0,Raleigh & Knowles,3548,1_merged_67229,1473
a_1-142-1,642_merged_67194,1,1,Seel Station via Lindenwoods East,2412,1_merged_67226,7191_merged_71566
a_1-18-10,21,1,1,City Hall,1192,1_merged_67226,1474
b_2-19-2,D19,1,0,Downtown,3443,2_merged_67231,9039_merged_77315
b_1-4-22,FX4,1,0,Raleigh & Knowles,3548,1_merged_67229,1478
b_1-4-22,FX4,1,1,Downtown,3550,1_merged_67229,1479
b_2-43-3,43_merged_67224,1,0,Gateway,3257,2_merged_67231,9489_merged_76681
a_1-38-6,38_merged_67190,1,0,Templeton & McPhillips,1278,1_merged_67226,3385_merged_75602
a_1-19-20,19,1,0,Logan,3069,1_merged_67226,1882_merged_75179
a_1-176-4,676_merged_67185,1,1,St. Vital Centre via River Road,2430,1_merged_67226,7611_merged_70554
a_2-21-8,21,1,1,City Hall,1189,2_merged_67228,9369_merged_69888
b_1-1-3,BLUE_merged_67207,1,0,Downtown,3394,1_merged_67229,24
b_1-1-3,BLUE_merged_67207,1,1,University of Manitoba,3397,1_merged_67229,27
a_2-19-5,19,1,0,Elizabeth & Drake,3075,2_merged_67228,9122_merged_72602
a_1-3-1,334_merged_67196,1,0,Castlebury Meadows,3152,1_merged_67226,21
a_1-3-1,334_merged_67196,1,1,Garden City Centre,3151,1_merged_67226,22
b_1-124-1,224,1,1,RRC Polytech,3288,1_merged_67229,5074_merged_76232
b_1-5-9,F5,1,1,Fort Rouge Station,3445,1_merged_67229,1689_merged_76886
a_1-90-4,90,1,0,North Transcona,1523,1_merged_67226,6065_merged_74464
a_2-71-1,71,1,0,WalMart via McPhillips,1421,2_merged_67228,10638_merged_71716
a_1-33-8,33,1,0,Maples via Mapleglen,1929,1_merged_67226,3056_merged_72676
b_1-134-2,334_merged_67219,1,0,Garden City Hub,3298,1_merged_67229,5361_merged_83196
b_3-2-1,FX2,1,0,Garden City Centre,3470,3_merged_67230,10333_merged_80471
b_2-17-3,D17,1,0,Kildonan Place,3436,2_merged_67231,8932_merged_80903
a_1-30-1,30,1,0,Inkster Park,1243,1_merged_67226,2810_merged_73419
b_1-162-1,662_merged_67203,1,0,University of Manitoba,3339,1_merged_67229,6200_merged_79782
b_1-74-2,74_merged_67225,1,1,University of Manitoba,3267,1_merged_67229,4821_merged_77870
a_1-142-1,642_merged_67194,1,1,Seel Station via Lindenwoods East,2412,1_merged_67226,7185_merged_67307
a_1-47-8,47,1,0,Transcona via Kildare,3088,1_merged_67226,3964_merged_72846
b_1-28-2,28_merged_67206,1,0,Garden City Centre,3237,1_merged_67229,4059_merged_81135
a_1-33-5,33,1,1,Downtown,1930,1_merged_67226,3012_merged_72052
b_2-171-1,671_merged_67210,1,0,University of Manitoba,3521,2_merged_67231,9910_merged_81119
a_1-141-1,641_merged_67193,1,1,Beaumont Station via Lindenwoods West,2409,1_merged_67226,7115_merged_72841
a_2-71-3,71,1,0,WalMart via McPhillips,1421,2_merged_67228,10716_merged_71540
b_1-3-9,FX3,1,1,Sturgeon & Murray Park,3475,1_merged_67229,966_merged_81177
b_1-91-1,91_merged_67222,1,0,Baylor & Killarney,3278,1_merged_67229,4949_merged_78856
b_1-28-4,28_merged_67206,1,1,Seel Station,3236,1_merged_67229,4092_merged_82950
b_1-37-1,37,1,1,Waterford Green,3497,1_merged_67229,4291_merged_76007
a_1-75-11,75,1,1,Kildonan Place,3098,1_merged_67226,5385_merged_67863
b_3-14-2,D14,1,0,Redonda & Pandora,3420,3_merged_67230,11476_merged_76550
b_1-38-5,38_merged_67213,1,0,Kildonan Place,3248,1_merged_67229,4471_merged_77392
a_1-172-1,672_merged_67188,1,0,Prairie Pointe,3117,1_merged_67226,7490_merged_67918
a_1-14-9,14,1,0,South St. Vital via Paddington,956,1_merged_67226,706_merged_70967
b_3-1-8,BLUE_merged_67207,1,1,St. Norbert,3393,3_merged_67230,10242_merged_80128
b_1-1-53,BLUE_merged_67207,1,0,Unicity Shopping Centre,3392,1_merged_67229,492_merged_76741
a_1-18-19,18,1,0,Garden City Centre via Jefferson,1110,1_merged_67226,1580_merged_68067
b_1-17-7,D17,1,1,RRC Polytech,3437,1_merged_67229,3832_merged_77806
a_1-19-3,19,1,0,Notre Dame,3071,1_merged_67226,1709_merged_67741
b_3-8-9,F8,1,1,University of Manitoba,3459,3_merged_67230,11104_merged_78077
b_1-16-1,D16,1,0,Polo Park,3433,1_merged_67229,3576_merged_82656
a_2-47-3,47,1,0,Transcona via Regent,3089,2_merged_67228,10186_merged_67594
b_1-37-1,37,1,1,Waterford Green,3497,1_merged_67229,4287_merged_79990
b_1-19-5,D19,1,0,Downtown,3443,1_merged_67229,3936_merged_76766
a_2-20-1,20,1,1,Airport Terminal,1179,2_merged_67228,9125_merged_74691
a_1-11-2,11,1,1,Glenway,889,1_merged_67226,182
a_1-11-2,11,1,0,Polo Park,2917,1_merged_67226,183
a_1-11-2,11,1,0,Polo Park,2920,1_merged_67226,181
a_1-11-2,11,1,1,Glenway,889,1_merged_67226,186
b_1-177-1,677_merged_67209,1,0,Beaumont Station,3354,1_merged_67229,6528_merged_82754
b_2-130-1,FX2,1,0,Garden City Centre,3470,2_merged_67231,9837_merged_83088
b_6-3-56,FX3,1,1,Sturgeon & Murray Park,3475,6,15538
b_3-74-2,74_merged_67225,1,1,University of Manitoba,3267,3_merged_67230,12220_merged_83279
b_1-15-5,D15,1,1,Unicity,3533,1_merged_67229,3449
b_1-15-5,D15,1,0,Sage Creek,3532,1_merged_67229,3448
b_1-15-5,D15,1,1,Unicity,3533,1_merged_67229,3447
b_1-15-4,D15,1,1,Unicity,3533,1_merged_67229,3442
a_1-21-7,22_merged_67191,1,1,City Hall,1209,1_merged_67226,2026
b_3-8-5,F8,1,1,University of Manitoba,3461,3_merged_67230,11051_merged_83211
b_1-7-3,F7,1,1,Creek Bend,3455,1_merged_67229,2022
b_1-7-3,F7,1,0,Broadway & Portage,3454,1_merged_67229,2023
