block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id
a_1-92-1,92,1,0,Lakeside Meadows,1534,1_merged_67226,6190
a_1-92-1,92,1,1,Crossroads Station,1533,1_merged_67226,6191
a_1-92-1,92,1,0,Lakeside Meadows,1534,1_merged_67226,6192
a_1-92-1,92,1,1,Crossroads Station,1533,1_merged_67226,6193
b_1-158-1,558,1,0,East Mint,3329,1_merged_67229,6150_merged_81862
b_1-162-1,662_merged_67203,1,1,Markham Station via Richmond West,3340,1_merged_67229,6199
b_1-3-14,FX3,1,0,Redonda & Pandora,3474,1_merged_67229,1029_merged_82920
b_3-8-1,F8,1,1,University of Manitoba,3461,3_merged_67230,10969_merged_81880
b_2-14-1,D14,1,1,Wall Street,3421,2_merged_67231,8638_merged_82292
a_2-55-4,55,1,0,St. Vital Centre via Dakota,1365,2_merged_67228,10367
a_2-55-4,55,1,1,University of Winnipeg via Meadowood,1366,2_merged_67228,10366
a_2-24-2,66,1,0,Unicity,2394,2_merged_67228,9487_merged_73813
a_1-142-1,642_merged_67194,1,0,Fort Garry Industrial Park via Lindenwoods East,2411,1_merged_67226,7206
a_1-142-1,642_merged_67194,1,1,Seel Station via Lindenwoods East,2412,1_merged_67226,7205
b_1-74-7,74_merged_67225,1,1,University of Manitoba,3267,1_merged_67229,4886_merged_80333
a_2-11-1,11,1,1,Glenway,889,2_merged_67228,8038_merged_67606
a_1-38-5,38_merged_67190,1,1,The Forks,1279,1_merged_67226,3361_merged_69079
b_1-157-4,557,1,0,Sage Creek,3325,1_merged_67229,6121_merged_77536
b_1-6-10,F6,1,0,Templeton & Salter,3448,1_merged_67229,1907_merged_78078
b_3-5-2,F5,1,1,Fort Rouge Station,3445,3_merged_67230,10715_merged_79926
b_1-150-2,650_merged_67221,1,0,Seel Station,3337,1_merged_67229,5881_merged_77501
b_2-124-1,224,1,0,Tecumseh Loop,3289,2_merged_67231,9796_merged_77596
b_2-22-2,22_merged_67214,1,0,Polo Park,3235,2_merged_67231,9137_merged_82572
b_1-141-1,641_merged_67216,1,1,Commerce Loop,3332,1_merged_67229,5492_merged_83976
a_1-15-6,15,1,0,Airport via Flight Road,980,1_merged_67226,808
a_1-77-5,77,1,0,Polo Park,1446,1_merged_67226,5462_merged_74041
a_2-21-8,21,1,0,Crestview,2929,2_merged_67228,9370_merged_74280
a_1-15-5,15,1,1,Inkster Park via Church,979,1_merged_67226,803
a_1-15-5,15,1,0,Airport via Flight Road,980,1_merged_67226,802
a_1-15-6,15,1,1,Inkster Park via Church,2572,1_merged_67226,807
b_1-2-12,FX2,1,1,Downtown,3545,1_merged_67229,806
b_1-2-12,FX2,1,0,Garden City Centre,3470,1_merged_67229,805
a_2-18-8,18,1,1,Tuxedo,1107,2_merged_67228,8963_merged_69044
a_3-172-2,672_merged_67188,1,0,Prairie Pointe,3117,3_merged_67227,14585
a_1-74-3,74_merged_67202,1,0,University of Manitoba,3094,1_merged_67226,5225_merged_68334
a_1-96-4,96,1,0,Paterson Loop via Southdale,1562,1_merged_67226,6312_merged_69019
b_1-6-1,F6,1,1,South St. Vital,3449,1_merged_67229,1774
b_1-6-1,F6,1,0,Templeton & Salter,3450,1_merged_67229,1773
b_2-177-1,677_merged_67209,1,1,Outlet Mall,3353,2_merged_67231,10024_merged_78736
b_1-132-2,332,1,0,Garden City Hub,3296,1_merged_67229,5278
b_1-132-2,332,1,1,Selkirk & McPhillips,3297,1_merged_67229,5279
b_1-152-1,552,1,1,South St. Vital,3318,1_merged_67229,5975_merged_78987
b_2-38-4,38_merged_67213,1,1,Garden City Hub,3249,2_merged_67231,9434_merged_81913
a_1-100-29,BLUE_merged_67184,1,0,St. Norbert,2449,1_merged_67226,6790_merged_67252
a_2-17-2,17,1,0,Maples via,1079,2_merged_67228,8776_merged_75552
a_2-33-3,33,1,1,Downtown,1930,2_merged_67228,9789_merged_73281
a_2-21-10,21,1,0,Westwood,2928,2_merged_67228,9410_merged_73540
a_1-33-4,33,1,1,Downtown,1927,1_merged_67226,2999_merged_73914
b_1-6-3,F6,1,1,South St. Vital,3449,1_merged_67229,1798_merged_79203
b_2-11-3,D11,1,0,Templeton & Salter,3410,2_merged_67231,8450_merged_78100
b_1-6-3,F6,1,1,South St. Vital,3447,1_merged_67229,1796_merged_79211
a_2-91-1,91_merged_67199,1,0,St.Norbert,2480,2_merged_67228,11102
a_2-91-1,91_merged_67199,1,1,Killarney,2479,2_merged_67228,11103
b_2-14-5,D14,1,1,Wall Street,3421,2_merged_67231,8706
b_2-14-5,D14,1,0,Redonda & Pandora,3420,2_merged_67231,8705
a_2-16-7,16,1,0,Tyndall Park via Manitoba,1042,2_merged_67228,8709
a_2-16-7,16,1,1,Southdale Centre,1018,2_merged_67228,8708
a_1-74-5,74_merged_67202,1,0,University of Manitoba,3094,1_merged_67226,5239_merged_73146
b_1-180-1,680,1,1,Seel Station,3359,1_merged_67229,6635_merged_83839
b_1-14-17,D14,1,0,Redonda & Pandora,3420,1_merged_67229,3385_merged_83989
a_1-100-24,BLUE_merged_67184,1,1,Downtown,2448,1_merged_67226,6723_merged_72424
b_2-8-5,F8,1,1,University of Manitoba,3461,2_merged_67231,8125_merged_76956
a_2-55-4,55,1,1,University of Winnipeg via Dakota,1364,2_merged_67228,10362_merged_69385
a_1-33-6,33,1,1,Downtown,1927,1_merged_67226,3033_merged_71771
b_1-6-8,F6,1,1,South St. Vital,3447,1_merged_67229,1872_merged_78847
a_1-38-1,38_merged_67190,1,1,The Forks,1279,1_merged_67226,3287_merged_68124
b_1-38-1,F5,1,0,Garden City Centre,3444,1_merged_67229,4408_merged_80571
b_3-17-4,D17,1,1,RRC Polytech,3437,3_merged_67230,11721_merged_79166
b_1-187-2,886,1,0,South Transcona,3524,1_merged_67229,6795_merged_75637
b_2-14-5,D14,1,0,Redonda & Pandora,3420,2_merged_67231,8697_merged_77686
b_2-22-2,22_merged_67214,1,1,Unicity,3233,2_merged_67231,9116_merged_77273
b_1-144-2,444,1,0,Summerlea,3311,1_merged_67229,5632_merged_83996
a_1-88-2,88,1,1,Cathedral & Main,1514,1_merged_67226,5975_merged_70600
a_1-45-2,45,1,1,Downtown,1311,1_merged_67226,3695_merged_71528
a_1-55-14,55,1,0,St.Vital Centre via Meadowood,1363,1_merged_67226,4417_merged_68181
a_3-11-4,11,1,0,Westwood,908,3_merged_67227,12182_merged_70738
b_2-31-2,31_merged_67215,1,1,The Forks,3494,2_merged_67231,9255_merged_75667
b_1-176-3,676_merged_67208,1,0,Creek Bend via Burland,3348,1_merged_67229,6463_merged_80791
b_2-28-4,28_merged_67206,1,0,Garden City Centre,3237,2_merged_67231,9208_merged_81643
b_3-38-1,38_merged_67213,1,1,Garden City Hub,3249,3_merged_67230,12034_merged_75936
b_1-164-2,664,1,1,Outlet Mall,3342,1_merged_67229,6286_merged_81010
b_1-2-25,FX2,1,1,St. Vital Centre,3469,1_merged_67229,895_merged_83336
b_2-22-1,22_merged_67214,1,0,Polo Park,3235,2_merged_67231,9108_merged_76451
b_1-181-1,881,1,0,North Inkster Industrial,3369,1_merged_67229,6698_merged_82354
b_3-124-1,224,1,1,Polo Park,3517,3_merged_67230,12306_merged_83898
b_1-12-12,D12,1,0,The Forks,3416,1_merged_67229,3087_merged_83690
b_1-176-1,676_merged_67208,1,0,Creek Bend via Burland,3351,1_merged_67229,6439_merged_76189
a_2-100-3,60,1,1,Downtown,3092,2_merged_67228,11184_merged_72985
b_3-91-1,91_merged_67222,1,0,Baylor & Killarney,3278,3_merged_67230,12246_merged_76696
b_6-9-53,F9,1,0,Kildonan Place,3465,6,16228
b_6-9-53,F9,1,1,University of Manitoba,3467,6,16229
b_6-9-52,F9,1,1,University of Manitoba,3467,6,16222
b_6-9-52,F9,1,1,University of Manitoba,3467,6,16220
b_6-9-52,F9,1,0,Kildonan Place,3465,6,16221
b_6-9-53,F9,1,0,Kildonan Place,3465,6,16226
b_6-9-53,F9,1,1,University of Manitoba,3467,6,16227
b_6-9-53,F9,1,1,University of Manitoba,3464,6,16225
a_1-40-3,21,1,1,City Hall,1192,1_merged_67226,3404_merged_73258
a_2-176-2,676_merged_67185,1,0,Centre Street via Bridgwater,2428,2_merged_67228,11918_merged_69788
a_2-130-1,330_merged_67197,1,0,Riverbend and Main,3149,2_merged_67228,11403_merged_73084
b_2-136-2,336,1,1,Fife Loop,3300,2_merged_67231,9891_merged_78056
b_3-8-1,F8,1,0,Glenway,3460,3_merged_67230,10976_merged_77841
a_2-11-4,11,1,0,Polo Park,2917,2_merged_67228,8134_merged_67659
a_2-15-1,15,1,0,Airport via Flight Road,977,2_merged_67228,8485_merged_75614
a_1-24-5,24,1,0,Unicity,2733,1_merged_67226,2506
a_1-24-5,24,1,1,City Hall,2734,1_merged_67226,2505
a_1-11-8,11,1,1,North Kildonan via Rothesay,922,1_merged_67226,276_merged_67259
b_2-1-1,BLUE_merged_67207,1,1,St. Norbert,3393,2_merged_67231,7048_merged_78187
a_2-11-8,11,1,0,Polo Park,2917,2_merged_67228,8209_merged_73506
b_6-38-53,38_merged_67213,1,1,Garden City Hub,3249,6,17175
b_6-38-53,38_merged_67213,1,0,Kildonan Place,3248,6,17174
a_3-11-3,11,1,1,Glenway,917,3_merged_67227,12171_merged_74604
a_1-21-10,21,1,1,City Hall,1192,1_merged_67226,2050_merged_69474
b_6-38-53,38_merged_67213,1,0,Kildonan Place,3248,6,17170
b_6-38-53,38_merged_67213,1,1,Garden City Hub,3249,6,17173
b_6-38-53,38_merged_67213,1,0,Kildonan Place,3248,6,17172
b_6-43-51,43_merged_67224,1,0,Gateway,3257,6,17179
b_6-43-51,43_merged_67224,1,1,RRC Polytech,3256,6,17178
b_6-1-59,BLUE_merged_67207,1,0,Unicity Shopping Centre,3396,6,15183
b_2-1-12,BLUE_merged_67207,1,1,University of Manitoba,3397,2_merged_67231,7218_merged_75799
b_2-48-1,48_merged_67223,1,1,Kildonan Place,3260,2_merged_67231,9511
b_1-185-3,885,1,1,Windmill & Dale,3376,1_merged_67229,6782_merged_79881
a_1-77-1,26,1,0,Polo Park,1225,1_merged_67226,5416_merged_68803
b_3-176-2,676_merged_67208,1,0,Creek Bend via Burland,3351,3_merged_67230,12466_merged_80931
b_2-8-3,F8,1,1,University of Manitoba,3461,2_merged_67231,8080_merged_78541
a_1-11-8,11,1,1,Glenway,889,1_merged_67226,266_merged_71198
b_1-11-4,D11,1,1,Beaumont Station,3411,1_merged_67229,2864_merged_80294
b_2-15-4,D15,1,0,Sage Creek,3532,2_merged_67231,8758_merged_81889
a_1-18-13,18,1,1,Tuxedo,1109,1_merged_67226,1510_merged_71176
a_1-135-1,635,1,1,Harkness Station,2407,1_merged_67226,7042_merged_69798
b_1-199-2,885,1,0,Unicity,3375,1_merged_67229,6948_merged_77630
a_1-77-17,77,1,1,Kildonan Place,1448,1_merged_67226,5543_merged_73177
b_2-16-1,D16,1,0,Polo Park,3433,2_merged_67231,8806_merged_83641
a_1-29-5,29,1,1,Beaumont Station via Stafford,2375,1_merged_67226,2772_merged_72317
b_2-3-8,FX3,1,0,Redonda & Pandora,3474,2_merged_67231,7507_merged_78892
b_3-16-2,D16,1,1,RRC Polytech,3430,3_merged_67230,11619_merged_80884
b_2-37-1,37,1,1,Waterford Green,3497,2_merged_67231,9316_merged_81778
a_1-24-1,24,1,0,Unicity,2733,1_merged_67226,2440_merged_69307
b_1-1-14,74_merged_67225,1,0,Waterford Green,3270,1_merged_67229,130_merged_83600
b_1-124-3,833,1,0,Tecumseh Loop,3367,1_merged_67229,5135_merged_83030
a_1-17-5,17,1,0,Maples via,1079,1_merged_67226,1284_merged_71435
a_1-11-19,11,1,0,Polo Park,2917,1_merged_67226,428_merged_73941
b_1-141-1,641_merged_67216,1,0,Beaumont Station,3331,1_merged_67229,5501_merged_82127
a_1-21-10,22_merged_67191,1,1,City Hall,1205,1_merged_67226,2052_merged_69475
a_2-16-7,16,1,0,Tyndall Park via Burrows,996,2_merged_67228,8715_merged_67487
a_2-150-1,650_merged_67198,1,0,Fort Whyte Alive,3158,2_merged_67228,11670_merged_74444
a_3-11-11,11,1,0,Polo Park,2927,3_merged_67227,12309_merged_74171
b_1-74-7,74_merged_67225,1,0,Waterford Green,3270,1_merged_67229,4887_merged_76358
b_2-2-4,FX2,1,1,St. Vital Centre,3469,2_merged_67231,7337_merged_82248
a_1-34-6,34,1,0,Maples,1270,1_merged_67226,3109_merged_74548
b_1-2-9,FX2,1,1,St. Vital Centre,3469,1_merged_67229,769_merged_79948
a_1-77-4,77,1,0,Polo Park,1446,1_merged_67226,5446_merged_73730
b_3-15-3,D15,1,0,Sage Creek,3532,3_merged_67230,11542_merged_75619
a_1-36-21,36,1,1,Maples,3086,1_merged_67226,3247_merged_69922
a_1-47-3,47,1,0,Transcona via Regent,3089,1_merged_67226,3892_merged_70889
a_1-97-1,97,1,0,Fife,1567,1_merged_67226,6326_merged_73104
b_2-16-3,D16,1,1,RRC Polytech,3430,2_merged_67231,8845_merged_75839
a_1-177-3,677_merged_67186,1,0,Kenaston Common via Industrial Park,2432,1_merged_67226,7693_merged_69413
a_2-162-2,662_merged_67180,1,1,Markham Station via Richmond West,3112,2_merged_67228,11721_merged_70779
a_1-47-2,47,1,1,University of Manitoba,3087,1_merged_67226,3880_merged_75311
a_1-171-1,671_merged_67187,1,0,Prairie Pointe,3115,1_merged_67226,7436_merged_74867
a_1-44-6,44,1,0,Kildonan Place via Louelda,1300,1_merged_67226,3599_merged_74706
b_1-157-2,557,1,1,Windermere,3324,1_merged_67229,6094_merged_80838
a_2-18-2,18,1,0,Riverbend,1108,2_merged_67228,8847_merged_67454
a_1-38-1,38_merged_67190,1,0,Templeton & McPhillips,1278,1_merged_67226,3294_merged_69689
a_2-77-3,77,1,1,Kildonan Place,1448,2_merged_67228,10847_merged_75153
a_1-38-4,38_merged_67190,1,1,The Forks,1279,1_merged_67226,3337_merged_74677
a_1-15-10,15,1,0,Airport via Wellington,973,1_merged_67226,858_merged_68327
b_1-1-9,BLUE_merged_67207,1,0,Downtown,3394,1_merged_67229,95_merged_75684
b_6-1-62,BLUE_merged_67207,1,1,St. Norbert,3393,6,15235
a_1-100-3,BLUE_merged_67184,1,1,Downtown,2448,1_merged_67226,6399_merged_70182
a_1-60-11,60,1,0,University of Manitoba,3091,1_merged_67226,4698_merged_70770
a_2-177-2,677_merged_67186,1,0,Outlet Mall via Wilkes,2433,2_merged_67228,12029_merged_67766
b_1-179-1,679,1,1,University of Manitoba,3358,1_merged_67229,6596_merged_79228
a_1-60-1,60,1,1,Downtown,3092,1_merged_67226,4617
a_1-60-1,60,1,0,University of Manitoba,3091,1_merged_67226,4616
a_1-60-6,60,1,0,University of Manitoba,3091,1_merged_67226,4655_merged_71352
b_3-5-3,F5,1,0,Garden City Centre,3444,3_merged_67230,10746_merged_79395
a_1-91-2,91_merged_67199,1,0,St.Norbert,2480,1_merged_67226,6108_merged_68861
a_2-29-2,29,1,1,Beaumont Station via Stafford,2375,2_merged_67228,9701_merged_72001
b_1-149-2,649_merged_67218,1,0,Seel Station,3336,1_merged_67229,5809_merged_76326
a_2-11-11,11,1,1,North Kildonan via Rothesay,903,2_merged_67228,8273_merged_70268
b_3-124-1,224,1,0,Tecumseh Loop,3291,3_merged_67230,12308_merged_82559
b_1-141-2,641_merged_67216,1,1,Commerce Loop,3332,1_merged_67229,5535_merged_77778
a_1-10-5,10,1,1,Wolseley via Tache,869,1_merged_67226,144
b_1-4-4,FX4,1,0,Raleigh & Knowles,3548,1_merged_67229,1274_merged_83047
b_1-1-14,BLUE_merged_67207,1,0,Unicity Shopping Centre,3392,1_merged_67229,140
b_1-1-15,BLUE_merged_67207,1,0,Unicity Shopping Centre,3396,1_merged_67229,148
b_1-1-15,BLUE_merged_67207,1,1,St. Norbert,3393,1_merged_67229,149
a_1-66-1,21,1,0,Crestview,2929,1_merged_67226,4776_merged_71911
a_2-100-1,BLUE_merged_67184,1,1,Downtown,3119,2_merged_67228,11158_merged_75297
b_1-10-3,D10,1,1,Waterford Green,3406,1_merged_67229,2664_merged_82662
a_1-17-12,17,1,0,Amber Trails,1082,1_merged_67226,1348_merged_69396
a_3-10-2,10,1,1,Wolseley via Tache,869,3_merged_67227,12102_merged_73483
b_3-4-5,FX4,1,1,Polo Park,3554,3_merged_67230,10619_merged_75672
b_1-2-16,FX2,1,0,Garden City Centre,3470,1_merged_67229,838_merged_76412
b_6-13-52,D13,1,1,The Airport,3418,6,16522
a_3-15-2,15,1,1,Mountain & Fife,969,3_merged_67227,12500_merged_74857
b_1-2-3,38_merged_67213,1,1,Garden City Hub,3249,1_merged_67229,657_merged_82049
a_2-92-1,92,1,0,Lakeside Meadows,1534,2_merged_67228,11132_merged_67751
b_2-124-2,224,1,1,RRC Polytech,3290,2_merged_67231,9816_merged_82786
a_1-33-7,33,1,1,Downtown,1930,1_merged_67226,3045_merged_68647
a_3-142-1,642_merged_67194,1,0,Fort Garry Industrial Park via Lindenwoods East,2411,3_merged_67227,14391
b_1-9-6,F9,1,1,University of Manitoba,3467,1_merged_67229,2535_merged_76226
a_2-18-4,18,1,1,Assiniboine Park,1125,2_merged_67228,8897_merged_72357
b_3-9-2,F9,1,1,University of Manitoba,3467,3_merged_67230,11146_merged_79548
a_2-71-3,71,1,1,Portage via Sinclair,1422,2_merged_67228,10697_merged_67828
a_1-11-10,11,1,0,Polo Park,2920,1_merged_67226,297_merged_69302
b_1-171-2,671_merged_67210,1,1,Prairie Pointe,3522,1_merged_67229,6368_merged_82051
a_1-135-1,635,1,0,Misericordia Health Centre,2408,1_merged_67226,7049_merged_69799
a_2-90-2,90,1,0,Kildonan Place,1525,2_merged_67228,11048_merged_70411
b_1-3-2,FX3,1,1,Sturgeon & Murray Park,3475,1_merged_67229,907_merged_80881
b_3-177-1,677_merged_67209,1,1,Outlet Mall,3353,3_merged_67230,12490
b_1-199-4,895,1,1,Jubilee Station,3390,1_merged_67229,6974
b_2-1-14,BLUE_merged_67207,1,1,St. Norbert,3393,2_merged_67231,7246_merged_79476
a_2-11-5,11,1,1,Glenway,917,2_merged_67228,8167
b_1-199-4,895,1,0,Riverview,3389,1_merged_67229,6973
a_3-100-7,BLUE_merged_67184,1,0,University of Manitoba,3118,3_merged_67227,14198
a_3-100-7,BLUE_merged_67184,1,1,Downtown,3119,3_merged_67227,14199
a_3-100-7,BLUE_merged_67184,1,0,University of Manitoba,3118,3_merged_67227,14192
a_3-100-7,BLUE_merged_67184,1,1,Downtown,3119,3_merged_67227,14193
a_3-100-7,BLUE_merged_67184,1,0,University of Manitoba,3118,3_merged_67227,14190
a_3-100-7,BLUE_merged_67184,1,1,Downtown,3119,3_merged_67227,14191
a_3-100-7,BLUE_merged_67184,1,0,University of Manitoba,3118,3_merged_67227,14196
a_3-100-7,BLUE_merged_67184,1,1,Downtown,3119,3_merged_67227,14197
a_3-100-7,BLUE_merged_67184,1,0,University of Manitoba,3118,3_merged_67227,14194
a_3-100-7,BLUE_merged_67184,1,1,Downtown,3119,3_merged_67227,14195
b_6-5-54,F5,1,0,Garden City Centre,3444,6,15821
b_6-5-54,F5,1,1,Fort Rouge Station,3445,6,15820
b_6-6-51,F6,1,0,Templeton & Salter,3448,6,15825
b_6-6-51,F6,1,1,South St. Vital,3447,6,15824
b_6-6-51,F6,1,0,Templeton & Salter,3448,6,15827
b_6-6-51,F6,1,1,South St. Vital,3447,6,15826
b_6-6-51,F6,1,0,Templeton & Salter,3448,6,15829
b_6-6-51,F6,1,1,South St. Vital,3447,6,15828
a_2-15-5,15,1,0,Airport via Flight Road,975,2_merged_67228,8574_merged_71012
a_3-150-1,650_merged_67198,1,0,Fort Whyte Alive,3158,3_merged_67227,14440
a_3-150-1,650_merged_67198,1,1,Seel Station,3157,3_merged_67227,14441
a_3-150-1,650_merged_67198,1,0,Fort Whyte Alive,3158,3_merged_67227,14442
a_3-150-1,650_merged_67198,1,1,Seel Station,3157,3_merged_67227,14443
b_1-6-15,F6,1,0,Templeton & Salter,3450,1_merged_67229,1961_merged_82503
a_3-150-1,650_merged_67198,1,1,Seel Station,3157,3_merged_67227,14445
a_3-150-1,650_merged_67198,1,0,Fort Whyte Alive,3158,3_merged_67227,14446
a_3-150-1,650_merged_67198,1,1,Seel Station,3157,3_merged_67227,14447
a_3-150-1,650_merged_67198,1,0,Fort Whyte Alive,3158,3_merged_67227,14448
a_3-150-1,650_merged_67198,1,1,Seel Station,3157,3_merged_67227,14449
b_3-14-2,D14,1,0,Redonda & Pandora,3420,3_merged_67230,11488_merged_82631
b_2-6-4,F6,1,0,Templeton & Salter,3448,2_merged_67231,7875_merged_81753
b_1-4-20,FX4,1,1,Downtown,3550,1_merged_67229,1467_merged_76890
b_3-176-1,676_merged_67208,1,1,Bridgwater,3350,3_merged_67230,12454_merged_80180
a_3-78-1,78,1,0,University of Manitoba,3101,3_merged_67227,13878
a_3-78-1,78,1,1,Polo Park,3100,3_merged_67227,13879
a_3-78-1,78,1,0,University of Manitoba,3101,3_merged_67227,13870
a_3-78-1,78,1,1,Polo Park,3100,3_merged_67227,13871
a_3-78-1,78,1,0,University of Manitoba,3101,3_merged_67227,13872
a_3-78-1,78,1,1,Polo Park,3100,3_merged_67227,13873
a_3-78-1,78,1,0,University of Manitoba,3101,3_merged_67227,13874
a_3-78-1,78,1,1,Polo Park,3100,3_merged_67227,13875
a_3-78-1,78,1,0,University of Manitoba,3101,3_merged_67227,13876
a_3-78-1,78,1,1,Polo Park,3100,3_merged_67227,13877
a_1-78-3,78,1,0,University of Manitoba,3101,1_merged_67226,5603_merged_71782
b_1-145-1,442,1,0,Springfield Loop,3306,1_merged_67229,5662
b_1-145-1,F9,1,0,Kildonan Place,3465,1_merged_67229,5667
b_1-145-1,F9,1,1,University of Manitoba,3467,1_merged_67229,5668
b_2-4-1,FX4,1,0,Raleigh & Knowles,3548,2_merged_67231,7546_merged_78111
a_3-12-2,12,1,1,City Hall,943,3_merged_67227,12374_merged_70938
b_1-146-1,446,1,0,Kildonan Place,3312,1_merged_67229,5726_merged_78526
b_2-22-1,22_merged_67214,1,1,Unicity,3233,2_merged_67231,9109_merged_78198
a_1-14-11,14,1,0,South St. Vital via Dakota,954,1_merged_67226,724_merged_71278
b_6-1-67,BLUE_merged_67207,1,1,Downtown,3530,6,15313
b_6-1-67,BLUE_merged_67207,1,0,Assiniboine Park,3529,6,15312
a_1-100-3,BLUE_merged_67184,1,1,Downtown,2448,1_merged_67226,6401
b_6-1-67,BLUE_merged_67207,1,1,Downtown,3530,6,15317
b_6-1-67,BLUE_merged_67207,1,0,Assiniboine Park,3529,6,15316
b_6-1-67,BLUE_merged_67207,1,1,Downtown,3530,6,15315
b_6-1-67,BLUE_merged_67207,1,0,Assiniboine Park,3529,6,15314
b_6-1-67,BLUE_merged_67207,1,1,Downtown,3530,6,15319
b_6-1-67,BLUE_merged_67207,1,0,Assiniboine Park,3529,6,15318
a_1-15-2,15,1,0,Airport via Wellington,978,1_merged_67226,763_merged_70666
a_1-10-4,10,1,1,Wolseley-Provencher via Provencher,871,1_merged_67226,123_merged_71068
b_2-17-3,D17,1,0,Kildonan Place,3436,2_merged_67231,8938_merged_80907
b_2-6-2,F6,1,0,Templeton & Salter,3448,2_merged_67231,7834_merged_82370
b_3-13-1,D13,1,0,The Forks,3419,3_merged_67230,11406_merged_81468
b_1-12-6,D12,1,1,The Airport,3417,1_merged_67229,3012_merged_80439
a_1-162-4,662_merged_67180,1,0,University of Manitoba,3111,1_merged_67226,7407_merged_71019
b_6-16-54,D16,1,1,RRC Polytech,3430,6,16752
b_6-16-54,D16,1,0,Polo Park,3537,6,16753
b_6-16-54,D16,1,1,RRC Polytech,3430,6,16750
b_6-16-54,D16,1,0,Polo Park,3433,6,16751
b_6-17-51,D17,1,0,Kildonan Place,3436,6,16756
b_6-17-51,D17,1,1,RRC Polytech,3437,6,16757
a_1-11-3,12,1,0,Polo Park,944,1_merged_67226,209
a_1-11-3,12,1,1,City Hall,943,1_merged_67226,208
b_6-17-51,D17,1,0,Kildonan Place,3436,6,16758
b_6-17-51,D17,1,1,RRC Polytech,3437,6,16759
a_2-135-1,635,1,1,Harkness Station,2407,2_merged_67228,11496_merged_70148
b_3-38-1,38_merged_67213,1,1,Garden City Hub,3249,3_merged_67230,12040
b_3-38-1,38_merged_67213,1,0,Kildonan Place,3248,3_merged_67230,12041
b_3-38-2,38_merged_67213,1,0,Kildonan Place,3248,3_merged_67230,12046
b_3-38-2,38_merged_67213,1,1,Garden City Hub,3249,3_merged_67230,12047
b_3-38-2,38_merged_67213,1,0,Kildonan Place,3248,3_merged_67230,12044
b_3-38-2,38_merged_67213,1,1,Garden City Hub,3249,3_merged_67230,12045
b_1-12-7,D12,1,0,The Forks,3416,1_merged_67229,3038_merged_79296
b_3-38-2,38_merged_67213,1,0,Kildonan Place,3248,3_merged_67230,12048
b_3-38-2,38_merged_67213,1,1,Garden City Hub,3249,3_merged_67230,12049
a_3-11-8,11,1,0,Westwood,908,3_merged_67227,12260_merged_67883
b_2-48-2,48_merged_67223,1,1,Kildonan Place,3260,2_merged_67231,9543_merged_81382
a_2-11-5,11,1,1,North Kildonan via Donwood,890,2_merged_67228,8157_merged_72979
b_2-22-1,22_merged_67214,1,1,Unicity,3233,2_merged_67231,9107_merged_81309
b_1-189-3,889,1,0,Tecumseh Loop,3387,1_merged_67229,6834_merged_83913
b_1-16-8,D16,1,0,Polo Park,3433,1_merged_67229,3691_merged_79913
a_1-88-1,88,1,0,Fife,1513,1_merged_67226,5969_merged_74717
b_3-37-1,37,1,0,Cathedral & Main,3498,3_merged_67230,11952_merged_77590
b_1-4-11,FX4,1,1,Downtown,3550,1_merged_67229,1344_merged_77807
a_2-21-6,21,1,1,City Hall,1197,2_merged_67228,9340_merged_69620
b_1-9-5,BLUE_merged_67207,1,1,University of Manitoba,3401,1_merged_67229,2523_merged_80548
a_1-135-1,635,1,0,Misericordia Health Centre,2408,1_merged_67226,7067_merged_69522
a_1-83-2,83,1,1,Thompson & Ness,1483,1_merged_67226,5848_merged_67373
a_1-55-14,55,1,1,University of Winnipeg via Meadowood,1366,1_merged_67226,4408_merged_72184
a_1-33-5,25,1,0,Unicity,1224,1_merged_67226,3020_merged_67765
b_3-6-1,F6,1,0,Templeton & Salter,3448,3_merged_67230,10779_merged_80244
a_1-142-1,642_merged_67194,1,0,Fort Garry Industrial Park via Lindenwoods East,2411,1_merged_67226,7170_merged_72527
b_2-15-6,D15,1,1,Unicity,3533,2_merged_67231,8784_merged_78934
b_3-91-1,91_merged_67222,1,0,Baylor & Killarney,3278,3_merged_67230,12272_merged_77601
b_1-1-22,BLUE_merged_67207,1,1,St. Norbert,3393,1_merged_67229,205_merged_80523
b_6-124-51,224,1,0,Tecumseh Loop,3291,6,17409
b_1-7-12,F7,1,0,Broadway & Portage,3454,1_merged_67229,2158_merged_78300
b_6-124-51,224,1,1,Polo Park,3517,6,17404
b_6-124-51,224,1,1,Polo Park,3517,6,17407
b_6-124-51,224,1,0,Tecumseh Loop,3291,6,17406
b_6-124-51,224,1,1,Polo Park,3517,6,17401
b_6-124-51,224,1,0,Tecumseh Loop,3291,6,17400
b_6-124-51,224,1,0,Tecumseh Loop,3291,6,17403
a_1-18-8,18,1,0,Garden City Centre via Jefferson,1110,1_merged_67226,1453_merged_72487
a_3-44-2,44,1,1,Broadway via Louelda,1303,3_merged_67227,13318
a_1-100-22,60,1,0,University of Manitoba,3091,1_merged_67226,6694_merged_73973
a_3-44-2,44,1,0,Kildonan Place via Louelda,1300,3_merged_67227,13315
a_3-44-2,44,1,1,Broadway via Louelda,1303,3_merged_67227,13314
a_3-44-2,44,1,0,Kildonan Place via London,1302,3_merged_67227,13317
