stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
41062,41062,Westbound Kildonan Meadow at Plessis,49.91376314380786,-97.02605439464692,https://winnipegtransit.com/stops/41062
41063,41063,Westbound Kildonan Meadow at Tommy Douglas,49.91356648358336,-97.02929415586709,https://winnipegtransit.com/stops/41063
41064,41064,Southbound Kildonan Meadow at Edna Perry,49.91093705356978,-97.03176929257624,https://winnipegtransit.com/stops/41064
41065,41065,Southbound Kildonan Meadow at Devonshire,49.90878894371536,-97.03134138834538,https://winnipegtransit.com/stops/41065
41066,41066,Westbound Devonshire at Jerry Klein,49.908426150913996,-97.03911426846933,https://winnipegtransit.com/stops/41066
41067,41067,Westbound Devonshire at Private Davy,49.90845176681615,-97.04435029986635,https://winnipegtransit.com/stops/41067
41068,41068,Westbound Nairn at Watt,49.90494941779189,-97.1052707824418,https://winnipegtransit.com/stops/41068
41069,41069,Southbound Watt at Talbot,49.90619049618512,-97.10470682928964,https://winnipegtransit.com/stops/41069
41070,41070,Southbound Panet at Munroe,49.90701326037807,-97.06634499515017,https://winnipegtransit.com/stops/41070
41071,41071,Southbound Plessis at Kildare,49.90046976375985,-97.0256082742525,https://winnipegtransit.com/stops/41071
41072,41072,Westbound Talbot at Watt,49.90665976103862,-97.104799857837,https://winnipegtransit.com/stops/41072
41073,41073,Eastbound Munroe at Gateway,49.91477862841644,-97.08925594173232,https://winnipegtransit.com/stops/41073
41074,41074,Southbound Watt at Watt,49.922807858400944,-97.09178071002881,https://winnipegtransit.com/stops/41074
41075,41075,Northbound Peguis at Devonshire,49.90803251324911,-97.04722254949667,https://winnipegtransit.com/stops/41075
41076,41076,Northbound Watt at Talbot,49.90671334195838,-97.1042267184261,https://winnipegtransit.com/stops/41076
47001,47001,Southbound Gateway at McLeod,49.929031638552495,-97.07110728771517,https://winnipegtransit.com/stops/47001
47002,47002,Southbound Gateway at Antrim,49.92308579803736,-97.07867315111926,https://winnipegtransit.com/stops/47002
47003,47003,Northbound Gateway at Munroe,49.91458847716007,-97.08917987751585,https://winnipegtransit.com/stops/47003
47004,47004,Northbound Gateway at Antrim,49.92305513338698,-97.07845144972387,https://winnipegtransit.com/stops/47004
47005,47005,Northbound Gateway at McLeod,49.929106739439796,-97.07075593204543,https://winnipegtransit.com/stops/47005
47008,47008,Northbound Ravenhurst at Merkel Manza,49.89173003622749,-96.96812624299353,https://winnipegtransit.com/stops/47008
47010,47010,Southbound Redonda at Summerlea,49.911515222780956,-96.97970583495844,https://winnipegtransit.com/stops/47010
47011,47011,Eastbound Chalmers at Watt,49.911113708619666,-97.10268912491993,https://winnipegtransit.com/stops/47011
47012,47012,Northbound Gateway at Fleming,49.91722265084899,-97.08582985657631,https://winnipegtransit.com/stops/47012
47013,47013,Northbound Gateway at Burnett,49.932710073753455,-97.06622240027933,https://winnipegtransit.com/stops/47013
47014,47014,Northbound Gateway at Springfield,49.93573919258985,-97.0623244182165,https://winnipegtransit.com/stops/47014
47015,47015,Southbound Gateway at Springfield,49.93543506463723,-97.06296374428096,https://winnipegtransit.com/stops/47015
47016,47016,Southbound Gateway at Burnett,49.93251169881165,-97.0667320114332,https://winnipegtransit.com/stops/47016
47017,47017,Southbound Gateway at Fleming,49.91715626165464,-97.08616682553335,https://winnipegtransit.com/stops/47017
47018,47018,Southbound Watt at Chalmers,49.91096262258781,-97.1033497179361,https://winnipegtransit.com/stops/47018
47020,47020,Eastbound Regent at Kildonan Place Hub,49.8965683969217,-97.05980011454278,https://winnipegtransit.com/stops/47020
50001,50001,Southbound Beghin at Dugald South,49.8852159852823,-97.04320128901634,https://winnipegtransit.com/stops/50001
50005,50005,Northbound Durand at De Baets,49.88278407788856,-97.03929038227498,https://winnipegtransit.com/stops/50005
50006,50006,Westbound Durand at Beghin East,49.884478479382985,-97.03948623604995,https://winnipegtransit.com/stops/50006
